participant,question,original_column,phase,response
10,I have felt cheerful and in good spirits. (Question identical to WHO-5 Well-Being Index),I have felt cheerful and in good spirits. (Question identical to WHO-5 Well-Being Index) .1,after,3 - Sometimes
11,I have felt cheerful and in good spirits. (Question identical to WHO-5 Well-Being Index),I have felt cheerful and in good spirits. (Question identical to WHO-5 Well-Being Index) .1,after,4 - Often
12,I have felt cheerful and in good spirits. (Question identical to WHO-5 Well-Being Index),I have felt cheerful and in good spirits. (Question identical to WHO-5 Well-Being Index) .1,after,3 - Sometimes
13,I have felt cheerful and in good spirits. (Question identical to WHO-5 Well-Being Index),I have felt cheerful and in good spirits. (Question identical to WHO-5 Well-Being Index) .1,after,3 - Sometimes
14,I have felt cheerful and in good spirits. (Question identical to WHO-5 Well-Being Index),I have felt cheerful and in good spirits. (Question identical to WHO-5 Well-Being Index) .1,after,3 - Sometimes
15,I have felt cheerful and in good spirits. (Question identical to WHO-5 Well-Being Index),I have felt cheerful and in good spirits. (Question identical to WHO-5 Well-Being Index) .1,after,4 - Often
16,I have felt cheerful and in good spirits. (Question identical to WHO-5 Well-Being Index),I have felt cheerful and in good spirits. (Question identical to WHO-5 Well-Being Index) .1,after,4 - Often
17,I have felt cheerful and in good spirits. (Question identical to WHO-5 Well-Being Index),I have felt cheerful and in good spirits. (Question identical to WHO-5 Well-Being Index) .1,after,3 - Sometimes
18,I have felt cheerful and in good spirits. (Question identical to WHO-5 Well-Being Index),I have felt cheerful and in good spirits. (Question identical to WHO-5 Well-Being Index) .1,after,4 - Often
19,I have felt cheerful and in good spirits. (Question identical to WHO-5 Well-Being Index),I have felt cheerful and in good spirits. (Question identical to WHO-5 Well-Being Index) .1,after,3 - Sometimes
20,I have felt cheerful and in good spirits. (Question identical to WHO-5 Well-Being Index),I have felt cheerful and in good spirits. (Question identical to WHO-5 Well-Being Index) .1,after,2 - Rarely
21,I have felt cheerful and in good spirits. (Question identical to WHO-5 Well-Being Index),I have felt cheerful and in good spirits. (Question identical to WHO-5 Well-Being Index) .1,after,4 - Often
22,I have felt cheerful and in good spirits. (Question identical to WHO-5 Well-Being Index),I have felt cheerful and in good spirits. (Question identical to WHO-5 Well-Being Index) .1,after,4 - Often
23,I have felt cheerful and in good spirits. (Question identical to WHO-5 Well-Being Index),I have felt cheerful and in good spirits. (Question identical to WHO-5 Well-Being Index) .1,after,2 - Rarely
24,I have felt cheerful and in good spirits. (Question identical to WHO-5 Well-Being Index),I have felt cheerful and in good spirits. (Question identical to WHO-5 Well-Being Index) .1,after,4 - Often
25,I have felt cheerful and in good spirits. (Question identical to WHO-5 Well-Being Index),I have felt cheerful and in good spirits. (Question identical to WHO-5 Well-Being Index) .1,after,4 - Often
26,I have felt cheerful and in good spirits. (Question identical to WHO-5 Well-Being Index),I have felt cheerful and in good spirits. (Question identical to WHO-5 Well-Being Index) .1,after,5 - Always
27,I have felt cheerful and in good spirits. (Question identical to WHO-5 Well-Being Index),I have felt cheerful and in good spirits. (Question identical to WHO-5 Well-Being Index) .1,after,4 - Often
28,I have felt cheerful and in good spirits. (Question identical to WHO-5 Well-Being Index),I have felt cheerful and in good spirits. (Question identical to WHO-5 Well-Being Index) .1,after,4 - Often
29,I have felt cheerful and in good spirits. (Question identical to WHO-5 Well-Being Index),I have felt cheerful and in good spirits. (Question identical to WHO-5 Well-Being Index) .1,after,4 - Often
30,I have felt cheerful and in good spirits. (Question identical to WHO-5 Well-Being Index),I have felt cheerful and in good spirits. (Question identical to WHO-5 Well-Being Index) .1,after,2 - Rarely
0,"In this phase, how often did you feel calm and relaxed? (Question identical to WHO-5 Well-Being Index)","In this phase, how often did you feel calm and relaxed? (Question identical to WHO-5 Well-Being Index)",before,4 - Often
1,"In this phase, how often did you feel calm and relaxed? (Question identical to WHO-5 Well-Being Index)","In this phase, how often did you feel calm and relaxed? (Question identical to WHO-5 Well-Being Index)",before,3 - Sometimes
2,"In this phase, how often did you feel calm and relaxed? (Question identical to WHO-5 Well-Being Index)","In this phase, how often did you feel calm and relaxed? (Question identical to WHO-5 Well-Being Index)",before,4 - Often
3,"In this phase, how often did you feel calm and relaxed? (Question identical to WHO-5 Well-Being Index)","In this phase, how often did you feel calm and relaxed? (Question identical to WHO-5 Well-Being Index)",before,4 - Often
4,"In this phase, how often did you feel calm and relaxed? (Question identical to WHO-5 Well-Being Index)","In this phase, how often did you feel calm and relaxed? (Question identical to WHO-5 Well-Being Index)",before,3 - Sometimes
5,"In this phase, how often did you feel calm and relaxed? (Question identical to WHO-5 Well-Being Index)","In this phase, how often did you feel calm and relaxed? (Question identical to WHO-5 Well-Being Index)",before,3 - Sometimes
6,"In this phase, how often did you feel calm and relaxed? (Question identical to WHO-5 Well-Being Index)","In this phase, how often did you feel calm and relaxed? (Question identical to WHO-5 Well-Being Index)",before,4 - Often
7,"In this phase, how often did you feel calm and relaxed? (Question identical to WHO-5 Well-Being Index)","In this phase, how often did you feel calm and relaxed? (Question identical to WHO-5 Well-Being Index)",before,4 - Often
8,"In this phase, how often did you feel calm and relaxed? (Question identical to WHO-5 Well-Being Index)","In this phase, how often did you feel calm and relaxed? (Question identical to WHO-5 Well-Being Index)",before,4 - Often
9,"In this phase, how often did you feel calm and relaxed? (Question identical to WHO-5 Well-Being Index)","In this phase, how often did you feel calm and relaxed? (Question identical to WHO-5 Well-Being Index)",before,2 - Rarely
10,"In this phase, how often did you feel calm and relaxed? (Question identical to WHO-5 Well-Being Index)","In this phase, how often did you feel calm and relaxed? (Question identical to WHO-5 Well-Being Index)",before,3 - Sometimes
11,"In this phase, how often did you feel calm and relaxed? (Question identical to WHO-5 Well-Being Index)","In this phase, how often did you feel calm and relaxed? (Question identical to WHO-5 Well-Being Index)",before,4 - Often
